CustomerID	Recency	Frequency	Monetary	R_score	F_score	M_score	RFM_Score	Segment	Log_Recency	Log_Frequency	Log_Monetary	CLV	Cluster
12403	45	2	283.3	3	2	3	323	Others	3.828641396	1.098612289	5.650030019	566.6	0
12404	677	1	63.24	1	1	2	112	At Risk	6.519147288	0.693147181	4.16262607	63.24	1
12405	144	1	782.19	3	1	4	314	Others	4.976733742	0.693147181	6.663375323	782.19	0
12406	17	5	2496.08	4	4	4	444	Champions	2.890371758	1.791759469	7.822877328	12480.4	0
12407	45	5	431.23	3	4	4	344	Loyal Customers	3.828641396	1.791759469	6.068957854	2156.15	0
12408	28	7	882.53	4	4	4	444	Champions	3.36729583	2.079441542	6.783925247	6177.71	0
12409	74	4	13436.38	3	3	4	334	Others	4.317488114	1.609437912	9.505795655	53745.52	0
12410	304	3	159	2	3	3	233	Others	5.720311777	1.386294361	5.075173815	477	1
12411	405	1	40.5	2	1	2	212	Others	6.00635316	0.693147181	3.725693427	40.5	1
12412	70	6	906.51	3	4	4	344	Loyal Customers	4.262679877	1.945910149	6.810704585	5439.06	0
12413	332	2	120.5	2	2	3	223	Others	5.80814249	1.098612289	4.799914263	241	1
12414	223	3	264.48	2	3	3	233	Others	5.411646052	1.386294361	5.581539508	793.44	0
12415	20	23	98861.51	4	4	4	444	Champions	3.044522438	3.17805383	11.50148538	2273814.73	3
12416	652	1	65.28	1	1	2	112	At Risk	6.481577129	0.693147181	4.193888193	65.28	1
12417	34	18	1425.53	4	4	4	444	Champions	3.555348061	2.944438979	7.263000201	25659.54	0
12418	108	4	457.41	3	3	4	334	Others	4.691347882	1.609437912	6.12776398	1829.64	0
12419	381	2	154.26	2	2	3	223	Others	5.945420609	1.098612289	5.045101131	308.52	1
12420	59	1	125.3	3	1	3	313	Others	4.094344562	0.693147181	4.838660029	125.3	0
12421	11	3	122.76	4	3	3	433	Others	2.48490665	1.386294361	4.818344206	368.28	0
12422	91	13	1781.92	3	4	4	344	Loyal Customers	4.521788577	2.63905733	7.486007749	23164.96	0
12423	96	7	252.7	3	4	3	343	Loyal Customers	4.574710979	2.079441542	5.536152467	1768.9	0
12424	158	4	2148.29	3	3	4	334	Others	5.068904202	1.609437912	7.672892834	8593.16	0
12425	73	2	549.37	3	2	4	324	Others	4.304065093	1.098612289	6.310590779	1098.74	0
12426	190	2	216.73	2	2	3	223	Others	5.252273428	1.098612289	5.383255763	433.46	0
12428	21	9	3869.56	4	4	4	444	Champions	3.091042453	2.302585093	8.261154478	34826.04	0
12429	4	7	2293.2	4	4	4	444	Champions	1.609437912	2.079441542	7.738139478	16052.4	0
12430	38	1	118.72	3	1	3	313	Others	3.663561646	0.693147181	4.785155683	118.72	0
12431	31	19	2643.64	4	4	4	444	Champions	3.465735903	2.995732274	7.880290229	50229.16	0
12432	38	5	2941.82	3	4	4	344	Loyal Customers	3.663561646	1.791759469	7.987123584	14709.1	0
12433	4	6	3778.24	4	4	4	444	Champions	1.609437912	1.945910149	8.23727821	22669.44	0
12434	80	3	211.7	3	3	3	333	Others	4.394449155	1.386294361	5.359882722	635.1	0
12435	75	6	9179.69	3	4	4	344	Loyal Customers	4.33073334	1.945910149	9.124857644	55078.14	0
12436	95	1	34.68	3	1	1	311	Others	4.564348191	0.693147181	3.574590308	34.68	0
12437	4	19	1832.69	4	4	4	444	Champions	1.609437912	2.995732274	7.514085609	34821.11	0
12438	9	2	466.46	4	2	4	424	Others	2.302585093	1.098612289	6.147313784	932.92	0
12439	721	1	261.29	1	1	3	113	At Risk	6.582025139	0.693147181	5.569450762	261.29	1
12440	713	1	54.4	1	1	2	112	At Risk	6.570882962	0.693147181	4.014579594	54.4	1
12443	727	1	194.41	1	1	3	113	At Risk	6.590301048	0.693147181	5.275099915	194.41	1
12444	16	5	1445.49	4	4	4	444	Champions	2.833213344	1.791759469	7.276895211	7227.45	0
12445	17	2	97.5	4	2	2	422	Others	2.890371758	1.098612289	4.590056548	195	0
12446	53	1	109.55	3	1	3	313	Others	3.988984047	0.693147181	4.705467907	109.55	0
12448	39	1	154.03	3	1	3	313	Others	3.688879454	0.693147181	5.043618647	154.03	0
12449	17	5	1152.56	4	4	4	444	Champions	2.890371758	1.791759469	7.050608092	5762.8	0
12450	151	2	91.2	3	2	2	322	Others	5.023880521	1.098612289	4.523960131	182.4	0
12451	6	8	3611.44	4	4	4	444	Champions	1.945910149	2.197224577	8.192138723	28891.52	0
12452	12	1	47.9	4	1	2	412	Others	2.564949357	0.693147181	3.889777396	47.9	0
12453	129	1	15	3	1	1	311	Others	4.86753445	0.693147181	2.772588722	15	0
12454	51	3	8065.06	3	3	4	334	Others	3.951243719	1.386294361	8.995420414	24195.18	0
12455	68	6	2433.32	3	4	4	344	Loyal Customers	4.234106505	1.945910149	7.797422736	14599.92	0
12456	39	3	556.86	3	3	4	334	Others	3.688879454	1.386294361	6.324108035	1670.58	0
12457	81	2	207.7	3	2	3	323	Others	4.406719247	1.098612289	5.340897814	415.4	0
12458	66	4	234.03	3	3	3	333	Others	4.204692619	1.609437912	5.459713166	936.12	0
12459	600	1	15	1	1	1	111	At Risk	6.398594935	0.693147181	2.772588722	15	1
12461	150	1	104.64	3	1	3	313	Others	5.017279837	0.693147181	4.660037087	104.64	0
12462	14	2	273.09	4	2	3	423	Others	2.708050201	1.098612289	5.61345652	546.18	0
12463	48	2	75.9	3	2	2	322	Others	3.891820298	1.098612289	4.342505877	151.8	0
12464	5	3	275.25	4	3	3	433	Others	1.791759469	1.386294361	5.621306253	825.75	0
12465	12	1	32.7	4	1	1	411	Others	2.564949357	0.693147181	3.517497837	32.7	0
12466	677	1	56.73	1	1	2	112	At Risk	6.519147288	0.693147181	4.055776969	56.73	1
12468	311	4	905.64	2	3	4	234	Others	5.743003188	1.609437912	6.809745458	3622.56	1
12469	518	2	2168.64	1	2	4	124	At Risk	6.251903883	1.098612289	7.682316534	4337.28	1
12470	685	1	74.25	1	1	2	112	At Risk	6.530877628	0.693147181	4.320815904	74.25	1
12471	5	45	5407.94	4	4	4	444	Champions	1.791759469	3.828641396	8.595808419	243357.3	0
12472	47	13	963.6	3	4	4	344	Loyal Customers	3.871201011	2.63905733	6.871713508	12526.8	0
12473	24	3	1404.94	4	3	4	434	Others	3.218875825	1.386294361	7.248461397	4214.82	0
12474	19	15	596.77	4	4	4	444	Champions	2.995732274	2.772588722	6.393206065	8951.55	0
12475	49	2	45.54	3	2	2	322	Others	3.912023005	1.098612289	3.840312158	91.08	0
12476	11	16	2686.58	4	4	4	444	Champions	2.48490665	2.833213344	7.896396439	42985.28	0
12477	18	9	7576.03	4	4	4	444	Champions	2.944438979	2.302585093	8.932876581	68184.27	0
12479	6	1	17.34	4	1	1	411	Others	1.945910149	0.693147181	2.909084467	17.34	0
12480	23	6	755.79	4	4	4	444	Champions	3.17805383	1.945910149	6.629085804	4534.74	0
12481	61	13	3229.27	3	4	4	344	Loyal Customers	4.127134385	2.63905733	8.080321004	41980.51	0
12482	571	6	4798.64	1	4	4	144	Loyal Customers	6.349138991	1.945910149	8.476296194	28791.84	1
12483	179	9	681.22	2	4	4	244	Loyal Customers	5.192956851	2.302585093	6.525352186	6130.98	0
12484	30	9	2616.83	4	4	4	444	Champions	3.433987204	2.302585093	7.870101009	23551.47	0
12485	524	1	117.3	1	1	3	113	At Risk	6.263398263	0.693147181	4.773223771	117.3	1
12486	427	1	109.56	1	1	3	113	At Risk	6.059123196	0.693147181	4.70555836	109.56	1
12487	726	1	76.5	1	1	2	112	At Risk	6.588926478	0.693147181	4.350277936	76.5	1
12488	5	2	200.4	4	2	3	423	Others	1.791759469	1.098612289	5.30529298	400.8	0
12489	331	1	58.75	2	1	2	212	Others	5.805134969	0.693147181	4.090169191	58.75	1
12490	32	9	601.14	4	4	4	444	Champions	3.496507561	2.302585093	6.400489976	5410.26	0
12491	34	1	46.8	4	1	2	412	Others	3.555348061	0.693147181	3.867025639	46.8	0
12493	161	2	65.88	3	2	2	322	Others	5.087596335	1.098612289	4.202899969	131.76	0
12494	157	3	50.28	3	3	2	332	Others	5.062595033	1.386294361	3.937300813	150.84	0
12495	636	1	41.2	1	1	2	112	At Risk	6.456769656	0.693147181	3.742420221	41.2	1
12496	615	1	31.94	1	1	1	111	At Risk	6.423246964	0.693147181	3.494687725	31.94	1
12497	77	3	5109.9	3	3	4	334	Others	4.356708827	1.386294361	8.539130793	15329.7	0
12500	45	13	2537.22	3	4	4	344	Loyal Customers	3.828641396	2.63905733	7.839218327	32983.86	0
12501	332	1	142.48	2	1	3	213	Others	5.80814249	0.693147181	4.966195653	142.48	1
12502	91	5	303.85	3	4	4	344	Loyal Customers	4.521788577	1.791759469	5.719819852	1519.25	0
12503	579	1	1126	1	1	4	114	At Risk	6.363028104	0.693147181	7.027314514	1126	1
12504	25	3	352.2	4	3	4	434	Others	3.258096538	1.386294361	5.867034469	1056.6	0
12505	404	1	35.4	2	1	1	211	Others	6.003887067	0.693147181	3.594568775	35.4	1
12506	228	1	8.9	2	1	1	211	Others	5.433722004	0.693147181	2.292534757	8.9	0
12507	129	4	797.45	3	3	4	334	Others	4.86753445	1.609437912	6.682672348	3189.8	0
12508	21	2	231.29	4	2	3	423	Others	3.091042453	1.098612289	5.447986591	462.58	0
12509	279	1	49.5	2	1	2	212	Others	5.634789603	0.693147181	3.921973336	49.5	0
12510	138	8	2562.49	3	4	4	344	Loyal Customers	4.934473933	2.197224577	7.84912489	20499.92	0
12511	424	1	776.03	2	1	4	214	Others	6.052089169	0.693147181	6.65547896	776.03	1
12512	61	1	24.45	3	1	1	311	Others	4.127134385	0.693147181	3.236715743	24.45	0
12514	262	2	257.4	2	2	3	223	Others	5.572154032	1.098612289	5.554508772	514.8	0
12515	348	1	128.4	2	1	3	213	Others	5.855071922	0.693147181	4.862908382	128.4	1
12516	73	4	1049.82	3	3	4	334	Others	4.304065093	1.609437912	6.957326091	4199.28	0
12517	23	3	614.02	4	3	4	434	Others	3.17805383	1.386294361	6.421654788	1842.06	0
12520	74	4	151.72	3	3	3	333	Others	4.317488114	1.609437912	5.028606179	606.88	0
12521	138	1	42.18	3	1	2	312	Others	4.934473933	0.693147181	3.765377425	42.18	0
12522	34	1	18.96	4	1	1	411	Others	3.555348061	0.693147181	2.993730271	18.96	0
12523	15	13	551.7	4	4	4	444	Champions	2.772588722	2.63905733	6.314815359	7172.1	0
12524	59	14	2325.78	3	4	4	344	Loyal Customers	4.094344562	2.708050201	7.752240617	32560.92	0
12525	642	1	20.03	1	1	1	111	At Risk	6.466144724	0.693147181	3.04594999	20.03	1
12526	49	1	37.2	3	1	1	311	Others	3.912023005	0.693147181	3.642835516	37.2	0
12527	290	4	259.48	2	3	3	233	Others	5.673323267	1.609437912	5.562526083	1037.92	0
12528	145	2	50.4	3	2	2	322	Others	4.983606622	1.098612289	3.939638172	100.8	0
12529	523	1	20.7	1	1	1	111	At Risk	6.261491684	0.693147181	3.077312261	20.7	1
12530	55	8	578.41	3	4	4	344	Loyal Customers	4.025351691	2.197224577	6.362010344	4627.28	0
12531	10	2	79.1	4	2	2	422	Others	2.397895273	1.098612289	4.383275854	158.2	0
12532	25	1	16.5	4	1	1	411	Others	3.258096538	0.693147181	2.862200881	16.5	0
12533	734	1	100.8	1	1	3	113	At Risk	6.599870499	0.693147181	4.623010104	100.8	1
12534	126	1	46.2	3	1	2	312	Others	4.844187086	0.693147181	3.854393893	46.2	0
12535	87	1	109.4	3	1	3	313	Others	4.477336814	0.693147181	4.704110134	109.4	0
12536	54	1	450.1	3	1	4	314	Others	4.007333185	0.693147181	6.111689044	450.1	0
12537	404	1	55.08	2	1	2	212	Others	6.003887067	0.693147181	4.026779243	55.08	1
12538	24	2	74.7	4	2	2	422	Others	3.218875825	1.098612289	4.32677816	149.4	0
12539	17	4	455	4	3	4	434	Others	2.890371758	1.609437912	6.12249281	1820	0
12540	15	22	2310.04	4	4	4	444	Champions	2.772588722	3.135494216	7.745452919	50820.88	0
12541	25	1	47.7	4	1	2	412	Others	3.258096538	0.693147181	3.88567903	47.7	0
12542	479	2	157.95	1	2	3	123	At Risk	6.173786104	1.098612289	5.068589687	315.9	1
12543	443	1	15.6	1	1	1	111	At Risk	6.095824562	0.693147181	2.809402695	15.6	1
12545	70	2	112.24	3	2	3	323	Others	4.262679877	1.098612289	4.72950946	224.48	0
12547	276	1	20.4	2	1	1	211	Others	5.624017506	0.693147181	3.063390922	20.4	0
12549	573	4	621.57	1	3	4	134	At Risk	6.352629396	1.609437912	6.433856072	2486.28	1
12550	74	1	33	3	1	1	311	Others	4.317488114	0.693147181	3.526360525	33	0
12553	3	3	85.7	4	3	2	432	Others	1.386294361	1.386294361	4.462453884	257.1	0
12554	444	1	88.8	1	1	2	112	At Risk	6.098074282	0.693147181	4.497584975	88.8	1
12555	677	1	129.23	1	1	3	113	At Risk	6.519147288	0.693147181	4.869302118	129.23	1
12556	45	2	203.73	3	2	3	323	Others	3.828641396	1.098612289	5.321692038	407.46	0
12557	11	4	6248.3	4	3	4	434	Others	2.48490665	1.609437912	8.740224736	24993.2	0
12559	306	2	226.35	2	2	3	223	Others	5.726847748	1.098612289	5.42649068	452.7	1
12560	138	1	104.8	3	1	3	313	Others	4.934473933	0.693147181	4.661550519	104.8	0
12562	3	5	344.16	4	4	4	444	Champions	1.386294361	1.791759469	5.844008078	1720.8	0
12564	256	1	17.7	2	1	1	211	Others	5.549076085	0.693147181	2.928523524	17.7	0
12567	18	9	609.92	4	4	4	444	Champions	2.944438979	2.302585093	6.414966018	5489.28	0
12568	640	1	21.3	1	1	1	111	At Risk	6.463029457	0.693147181	3.104586678	21.3	1
12569	4	13	414.39	4	4	4	444	Champions	1.609437912	2.63905733	6.029217838	5387.07	0
12570	677	1	77.52	1	1	2	112	At Risk	6.519147288	0.693147181	4.363353369	77.52	1
12572	47	1	33.3	3	1	1	311	Others	3.871201011	0.693147181	3.535145354	33.3	0
12573	222	5	348.63	2	4	4	244	Loyal Customers	5.407171771	1.791759469	5.856875452	1743.15	0
12574	311	1	19.9	2	1	1	211	Others	5.743003188	0.693147181	3.039749159	19.9	1
12576	31	5	175.55	4	4	3	443	Loyal Customers	3.465735903	1.791759469	5.173604122	877.75	0
12577	30	8	539.22	4	4	4	444	Champions	3.433987204	2.197224577	6.291976464	4313.76	0
12578	16	4	632.98	4	3	4	434	Others	2.833213344	1.609437912	6.452017408	2531.92	0
12580	242	1	10.2	2	1	1	211	Others	5.493061443	0.693147181	2.415913778	10.2	0
12581	35	1	19.8	4	1	1	411	Others	3.583518938	0.693147181	3.034952987	19.8	0
12582	418	2	132.12	2	2	3	223	Others	6.03787092	1.098612289	4.891250977	264.24	1
12583	14	19	1762.27	4	4	4	444	Champions	2.708050201	2.995732274	7.474925319	33483.13	0
12584	13	3	339.75	4	3	4	434	Others	2.63905733	1.386294361	5.831149071	1019.25	0
12585	229	2	369.62	2	2	4	224	Others	5.438079309	1.098612289	5.915177279	739.24	0
12586	12	4	278.5	4	3	3	433	Others	2.564949357	1.609437912	5.633002293	1114	0
12588	593	1	24.75	1	1	1	111	At Risk	6.386879319	0.693147181	3.248434627	24.75	1
12589	417	4	1123.2	2	3	4	234	Others	6.035481433	1.609437912	7.024826951	4492.8	1
12590	206	2	4115.1	2	2	4	224	Others	5.332718793	1.098612289	8.322661392	8230.2	0
12591	404	1	33.9	2	1	1	211	Others	6.003887067	0.693147181	3.552486829	33.9	1
12592	514	1	715.02	1	1	4	114	At Risk	6.244166901	0.693147181	6.5737081	715.02	1
12593	214	1	39.5	2	1	2	212	Others	5.370638028	0.693147181	3.701301974	39.5	0
12594	42	7	546.62	3	4	4	344	Loyal Customers	3.761200116	2.079441542	6.305581616	3826.34	0
12596	46	2	42.9	3	2	2	322	Others	3.850147602	1.098612289	3.78191432	85.8	0
12597	14	3	697.54	4	3	4	434	Others	2.708050201	1.386294361	6.548992443	2092.62	0
12598	5	6	493.66	4	4	4	444	Champions	1.791759469	1.945910149	6.203870658	2961.96	0
12599	376	1	39.6	2	1	2	212	Others	5.932245187	0.693147181	3.703768067	39.6	1
12600	24	10	575.92	4	4	4	444	Champions	3.218875825	2.397895273	6.357703609	5759.2	0
12601	249	1	75.6	2	1	2	212	Others	5.521460918	0.693147181	4.338597077	75.6	0
12602	54	1	15	3	1	1	311	Others	4.007333185	0.693147181	2.772588722	15	0
12603	17	1	613.2	4	1	4	414	Others	2.890371758	0.693147181	6.420320608	613.2	0
12605	381	1	34	2	1	1	211	Others	5.945420609	0.693147181	3.555348061	34	1
12606	677	1	21	1	1	1	111	At Risk	6.519147288	0.693147181	3.091042453	21	1
12608	400	1	269.94	2	1	3	213	Others	5.993961427	0.693147181	5.601897394	269.94	1
12609	73	3	62.03	3	3	2	332	Others	4.304065093	1.386294361	4.143610804	186.09	0
12610	18	3	193.2	4	3	3	433	Others	2.944438979	1.386294361	5.268888556	579.6	0
12611	47	1	85.52	3	1	2	312	Others	3.871201011	0.693147181	4.460375601	85.52	0
12612	69	1	638.04	3	1	4	314	Others	4.248495242	0.693147181	6.45996705	638.04	0
12613	52	4	146.97	3	3	3	333	Others	3.970291914	1.609437912	4.997009551	587.88	0
12615	32	7	542.86	4	4	4	444	Champions	3.496507561	2.079441542	6.298691861	3800.02	0
12617	24	1	190.62	4	1	3	413	Others	3.218875825	0.693147181	5.255514244	190.62	0
12619	29	5	1164.92	4	4	4	444	Champions	3.401197382	1.791759469	7.061265754	5824.6	0
12620	10	3	221.32	4	3	3	433	Others	2.397895273	1.386294361	5.404117785	663.96	0
12621	19	21	3073.71	4	4	4	444	Champions	2.995732274	3.091042453	8.030965867	64547.91	0
12622	227	1	15.3	2	1	1	211	Others	5.429345629	0.693147181	2.791165108	15.3	0
12623	412	4	234.45	2	3	3	233	Others	6.023447593	1.609437912	5.461498577	937.8	1
12624	173	1	15.9	2	1	1	211	Others	5.159055299	0.693147181	2.827313622	15.9	0
12625	207	4	635.1	2	3	4	234	Others	5.33753808	1.609437912	6.455355784	2540.4	0
12626	18	6	552.33	4	4	4	444	Champions	2.944438979	1.945910149	6.315954569	3313.98	0
12627	6	5	165.86	4	4	3	443	Loyal Customers	1.945910149	1.791759469	5.117155137	829.3	0
12628	28	1	17.34	4	1	1	411	Others	3.36729583	0.693147181	2.909084467	17.34	0
12629	381	1	173.4	2	1	3	213	Others	5.945420609	0.693147181	5.161351511	173.4	1
12631	539	2	109.6	1	2	3	123	At Risk	6.29156914	1.098612289	4.705920089	219.2	1
12632	560	1	25	1	1	1	111	At Risk	6.329720906	0.693147181	3.258096538	25	1
12633	54	5	552.33	3	4	4	344	Loyal Customers	4.007333185	1.791759469	6.315954569	2761.65	0
12635	85	3	148.6	3	3	3	333	Others	4.454347296	1.386294361	5.007965066	445.8	0
12636	734	1	141	1	1	3	113	At Risk	6.599870499	0.693147181	4.955827058	141	1
12637	62	8	536.82	3	4	4	344	Loyal Customers	4.143134726	2.197224577	6.287523932	4294.56	0
12638	635	1	76.5	1	1	2	112	At Risk	6.455198563	0.693147181	4.350277936	76.5	1
12639	623	1	20.4	1	1	1	111	At Risk	6.436150368	0.693147181	3.063390922	20.4	1
12640	20	1	162	4	1	3	413	Others	3.044522438	0.693147181	5.093750201	162	0
12642	20	1	14.04	4	1	1	411	Others	3.044522438	0.693147181	2.710713319	14.04	0
12643	124	6	4462.64	3	4	4	344	Loyal Customers	4.828313737	1.945910149	8.403719856	26775.84	0
12644	426	3	136.75	1	3	3	133	At Risk	6.056784013	1.386294361	4.925440448	410.25	1
12645	29	3	196.11	4	3	3	433	Others	3.401197382	1.386294361	5.283761949	588.33	0
12646	45	1	70.6	3	1	2	312	Others	3.828641396	0.693147181	4.271095074	70.6	0
12647	84	16	2282.27	3	4	4	344	Loyal Customers	4.442651256	2.833213344	7.733363905	36516.32	0
12648	150	3	105.95	3	3	3	333	Others	5.017279837	1.386294361	4.672361436	317.85	0
12649	102	6	184.8	3	4	3	343	Loyal Customers	4.634728988	1.945910149	5.224670826	1108.8	0
12651	374	1	10.2	2	1	1	211	Others	5.926926026	0.693147181	2.415913778	10.2	1
12652	326	1	128.22	2	1	3	213	Others	5.789960171	0.693147181	4.861516378	128.22	1
12653	144	2	1227.2	3	2	4	324	Others	4.976733742	1.098612289	7.113304962	2454.4	0
12656	112	4	767.65	3	3	4	334	Others	4.727387819	1.609437912	6.644635729	3070.6	0
12657	37	2	143.06	3	2	3	323	Others	3.63758616	1.098612289	4.970229879	286.12	0
12658	14	1	52.2	4	1	2	412	Others	2.708050201	0.693147181	3.974058396	52.2	0
12662	304	4	67.05	2	3	2	232	Others	5.720311777	1.609437912	4.220242729	268.2	1
12663	620	2	88.2	1	2	2	122	At Risk	6.431331082	1.098612289	4.49088104	176.4	1
12664	31	6	1221	4	4	4	444	Champions	3.465735903	1.945910149	7.10824414	7326	0
12665	664	1	47	1	1	2	112	At Risk	6.499787041	0.693147181	3.871201011	47	1
12666	389	1	639.04	2	1	4	214	Others	5.966146739	0.693147181	6.461530674	639.04	1
12667	53	1	35.4	3	1	1	311	Others	3.988984047	0.693147181	3.594568775	35.4	0
12668	254	7	922.12	2	4	4	244	Loyal Customers	5.541263545	2.079441542	6.827759237	6454.84	0
12669	244	2	1156.46	2	2	4	224	Others	5.501258211	1.098612289	7.053983228	2312.92	0
12670	5	5	467.44	4	4	4	444	Champions	1.791759469	1.791759469	6.149408025	2337.2	0
12671	601	1	2155.74	1	1	4	114	At Risk	6.400257445	0.693147181	7.676353101	2155.74	1
12673	322	1	48.7	2	1	2	212	Others	5.777652323	0.693147181	3.906004933	48.7	1
12675	573	1	382.03	1	1	4	114	At Risk	6.352629396	0.693147181	5.948113315	382.03	1
12676	20	4	487.24	4	3	4	434	Others	3.044522438	1.609437912	6.190807088	1948.96	0
12678	37	19	23629.09	3	4	4	344	Loyal Customers	3.63758616	2.995732274	10.07027618	448952.71	0
12679	279	1	146.05	2	1	3	213	Others	5.634789603	0.693147181	4.990772665	146.05	0
12681	10	22	1706.68	4	4	4	444	Champions	2.397895273	3.135494216	7.442891003	37546.96	0
12682	4	11	861.82	4	4	4	444	Champions	1.609437912	2.48490665	6.760206095	9480.02	0
12683	45	9	750.76	3	4	4	344	Loyal Customers	3.828641396	2.302585093	6.622417124	6756.84	0
12684	166	4	274.2	2	3	3	233	Others	5.117993812	1.609437912	5.617498106	1096.8	0
12685	23	3	166.08	4	3	3	433	Others	3.17805383	1.386294361	5.11847274	498.24	0
12687	476	2	336.88	1	2	4	124	At Risk	6.167516491	1.098612289	5.822690803	673.76	1
